SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon Oct 13 14:47:18 PDT 2014
User: ugastro
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G5981
Integration Time (usec): 100000 (USB2G5981)
Spectra Averaged: 1 (USB2G5981)
Boxcar Smoothing: 0 (USB2G5981)
Correct for Electrical Dark: No (USB2G5981)
Strobe/Lamp Enabled: No (USB2G5981)
Correct for Detector Non-linearity: No (USB2G5981)
Correct for Stray Light: No (USB2G5981)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
344.31	0.00
344.51	104.00
344.71	103.00
344.90	104.00
345.10	106.00
345.30	107.00
345.50	106.00
345.69	111.00
345.89	116.00
346.09	112.00
346.28	109.00
346.48	112.00
346.68	114.00
346.88	109.00
347.07	109.00
347.27	110.00
347.47	113.00
347.66	112.00
347.86	113.00
348.06	114.00
348.25	112.00
348.45	111.00
348.65	112.00
348.85	111.00
349.04	111.00
349.24	110.00
349.44	113.00
349.63	112.00
349.83	111.00
350.02	110.00
350.22	111.00
350.42	113.00
350.61	112.00
350.81	114.00
351.01	115.00
351.20	111.00
351.40	112.00
351.60	112.00
351.79	111.00
351.99	113.00
352.19	113.00
352.38	113.00
352.58	112.00
352.77	111.00
352.97	110.00
353.17	109.00
353.36	110.00
353.56	111.00
353.75	114.00
353.95	111.00
354.15	112.00
354.34	109.00
354.54	111.00
354.73	112.00
354.93	114.00
355.13	114.00
355.32	113.00
355.52	114.00
355.71	116.00
355.91	115.00
356.10	113.00
356.30	111.00
356.50	110.00
356.69	110.00
356.89	109.00
357.08	108.00
357.28	110.00
357.47	112.00
357.67	113.00
357.86	117.00
358.06	112.00
358.25	115.00
358.45	116.00
358.65	115.00
358.84	112.00
359.04	110.00
359.23	110.00
359.43	110.00
359.62	112.00
359.82	113.00
360.01	114.00
360.21	114.00
360.40	115.00
360.60	115.00
360.79	115.00
360.99	116.00
361.18	115.00
361.38	115.00
361.57	115.00
361.77	114.00
361.96	117.00
362.16	120.00
362.35	114.00
362.54	114.00
362.74	112.00
362.93	112.00
363.13	114.00
363.32	115.00
363.52	114.00
363.71	116.00
363.91	116.00
364.10	119.00
364.30	116.00
364.49	116.00
364.68	117.00
364.88	118.00
365.07	114.00
365.27	112.00
365.46	114.00
365.66	117.00
365.85	115.00
366.04	113.00
366.24	113.00
366.43	113.00
366.63	115.00
366.82	117.00
367.01	117.00
367.21	115.00
367.40	116.00
367.60	116.00
367.79	116.00
367.98	113.00
368.18	115.00
368.37	116.00
368.56	117.00
368.76	117.00
368.95	118.00
369.15	119.00
369.34	117.00
369.53	117.00
369.73	116.00
369.92	117.00
370.11	114.00
370.31	113.00
370.50	113.00
370.69	113.00
370.89	115.00
371.08	113.00
371.27	112.00
371.47	113.00
371.66	115.00
371.85	116.00
372.05	112.00
372.24	115.00
372.43	117.00
372.63	116.00
372.82	115.00
373.01	115.00
373.21	116.00
373.40	113.00
373.59	116.00
373.78	116.00
373.98	116.00
374.17	119.00
374.36	116.00
374.56	115.00
374.75	118.00
374.94	117.00
375.13	117.00
375.33	114.00
375.52	113.00
375.71	117.00
375.91	121.00
376.10	117.00
376.29	116.00
376.48	116.00
376.68	119.00
376.87	117.00
377.06	118.00
377.25	119.00
377.45	119.00
377.64	115.00
377.83	115.00
378.02	116.00
378.21	115.00
378.41	113.00
378.60	115.00
378.79	118.00
378.98	120.00
379.18	120.00
379.37	118.00
379.56	117.00
379.75	115.00
379.94	117.00
380.14	115.00
380.33	113.00
380.52	115.00
380.71	118.00
380.90	118.00
381.09	119.00
381.29	119.00
381.48	118.00
381.67	115.00
381.86	114.00
382.05	117.00
382.25	123.00
382.44	117.00
382.63	115.00
382.82	117.00
383.01	114.00
383.20	117.00
383.39	117.00
383.59	117.00
383.78	118.00
383.97	118.00
384.16	114.00
384.35	114.00
384.54	115.00
384.73	118.00
384.92	117.00
385.12	119.00
385.31	118.00
385.50	118.00
385.69	116.00
385.88	116.00
386.07	118.00
386.26	117.00
386.45	116.00
386.64	114.00
386.84	117.00
387.03	118.00
387.22	117.00
387.41	117.00
387.60	118.00
387.79	116.00
387.98	118.00
388.17	117.00
388.36	116.00
388.55	118.00
388.74	118.00
388.93	117.00
389.12	117.00
389.31	114.00
389.51	116.00
389.70	114.00
389.89	114.00
390.08	113.00
390.27	114.00
390.46	116.00
390.65	120.00
390.84	121.00
391.03	119.00
391.22	116.00
391.41	117.00
391.60	118.00
391.79	115.00
391.98	117.00
392.17	116.00
392.36	117.00
392.55	114.00
392.74	113.00
392.93	116.00
393.12	117.00
393.31	116.00
393.50	115.00
393.69	116.00
393.88	116.00
394.07	115.00
394.26	115.00
394.45	117.00
394.64	117.00
