SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Sep 24 18:29:01 PDT 2014
User: ugastro
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G5981
Integration Time (usec): 100000 (USB2G5981)
Spectra Averaged: 1 (USB2G5981)
Boxcar Smoothing: 0 (USB2G5981)
Correct for Electrical Dark: No (USB2G5981)
Strobe/Lamp Enabled: No (USB2G5981)
Correct for Detector Non-linearity: No (USB2G5981)
Correct for Stray Light: No (USB2G5981)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
344.31	0.00
344.51	116.00
344.71	119.00
344.90	122.00
345.10	120.00
345.30	124.00
345.50	124.00
345.69	127.00
345.89	129.00
346.09	126.00
346.28	127.00
346.48	125.00
346.68	125.00
346.88	125.00
347.07	128.00
347.27	125.00
347.47	129.00
347.66	127.00
347.86	128.00
348.06	129.00
348.25	126.00
348.45	130.00
348.65	128.00
348.85	129.00
349.04	133.00
349.24	128.00
349.44	125.00
349.63	127.00
349.83	129.00
350.02	129.00
350.22	130.00
350.42	131.00
350.61	129.00
350.81	124.00
351.01	124.00
351.20	125.00
351.40	126.00
351.60	129.00
351.79	125.00
351.99	125.00
352.19	127.00
352.38	128.00
352.58	129.00
352.77	130.00
352.97	129.00
353.17	130.00
353.36	131.00
353.56	128.00
353.75	130.00
353.95	128.00
354.15	130.00
354.34	132.00
354.54	133.00
354.73	130.00
354.93	132.00
355.13	129.00
355.32	131.00
355.52	129.00
355.71	131.00
355.91	131.00
356.10	130.00
356.30	130.00
356.50	130.00
356.69	130.00
356.89	127.00
357.08	128.00
357.28	132.00
357.47	132.00
357.67	135.00
357.86	132.00
358.06	130.00
358.25	131.00
358.45	128.00
358.65	130.00
358.84	134.00
359.04	132.00
359.23	132.00
359.43	133.00
359.62	131.00
359.82	130.00
360.01	131.00
360.21	130.00
360.40	128.00
360.60	129.00
360.79	130.00
360.99	130.00
361.18	130.00
361.38	126.00
361.57	130.00
361.77	127.00
361.96	130.00
362.16	133.00
362.35	133.00
362.54	134.00
362.74	135.00
362.93	132.00
363.13	132.00
363.32	130.00
363.52	129.00
363.71	128.00
363.91	134.00
364.10	133.00
364.30	134.00
364.49	137.00
364.68	135.00
364.88	135.00
365.07	134.00
365.27	137.00
365.46	132.00
365.66	135.00
365.85	134.00
366.04	134.00
366.24	134.00
366.43	136.00
366.63	132.00
366.82	133.00
367.01	134.00
367.21	134.00
367.40	133.00
367.60	131.00
367.79	130.00
367.98	131.00
368.18	132.00
368.37	134.00
368.56	133.00
368.76	133.00
