SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Sep 24 18:34:41 PDT 2014
User: ugastro
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G5981
Integration Time (usec): 40000 (USB2G5981)
Spectra Averaged: 1 (USB2G5981)
Boxcar Smoothing: 0 (USB2G5981)
Correct for Electrical Dark: No (USB2G5981)
Strobe/Lamp Enabled: No (USB2G5981)
Correct for Detector Non-linearity: No (USB2G5981)
Correct for Stray Light: No (USB2G5981)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
344.31	0.00
344.51	120.00
344.71	119.00
344.90	117.00
345.10	116.00
345.30	119.00
345.50	121.00
345.69	122.00
345.89	122.00
346.09	124.00
346.28	124.00
346.48	124.00
346.68	126.00
346.88	124.00
347.07	124.00
347.27	128.00
347.47	125.00
347.66	126.00
347.86	125.00
348.06	125.00
348.25	127.00
348.45	129.00
348.65	127.00
348.85	125.00
349.04	128.00
349.24	134.00
349.44	135.00
349.63	133.00
349.83	133.00
350.02	131.00
350.22	133.00
350.42	135.00
350.61	134.00
350.81	135.00
351.01	133.00
351.20	141.00
351.40	135.00
351.60	138.00
351.79	138.00
351.99	135.00
352.19	137.00
352.38	140.00
352.58	142.00
352.77	137.00
352.97	135.00
353.17	138.00
353.36	138.00
353.56	137.00
353.75	137.00
353.95	137.00
354.15	144.00
354.34	142.00
354.54	137.00
354.73	140.00
354.93	137.00
355.13	138.00
355.32	138.00
355.52	141.00
355.71	147.00
355.91	143.00
356.10	141.00
356.30	146.00
356.50	144.00
356.69	145.00
356.89	142.00
357.08	150.00
357.28	147.00
357.47	146.00
357.67	143.00
357.86	143.00
358.06	144.00
358.25	148.00
358.45	150.00
358.65	150.00
358.84	147.00
359.04	151.00
359.23	145.00
359.43	151.00
359.62	154.00
359.82	152.00
360.01	155.00
360.21	152.00
360.40	151.00
360.60	153.00
360.79	154.00
360.99	153.00
361.18	152.00
361.38	155.00
361.57	155.00
361.77	151.00
361.96	152.00
362.16	156.00
362.35	154.00
362.54	153.00
362.74	158.00
362.93	152.00
363.13	155.00
363.32	154.00
363.52	154.00
363.71	160.00
363.91	156.00
364.10	158.00
364.30	154.00
364.49	155.00
364.68	155.00
364.88	153.00
365.07	162.00
365.27	159.00
365.46	161.00
365.66	164.00
365.85	166.00
366.04	162.00
366.24	157.00
366.43	163.00
366.63	158.00
366.82	162.00
367.01	160.00
367.21	160.00
367.40	164.00
367.60	162.00
367.79	161.00
367.98	165.00
368.18	164.00
368.37	167.00
368.56	165.00
368.76	163.00
368.95	165.00
369.15	168.00
369.34	169.00
369.53	169.00
369.73	167.00
369.92	164.00
370.11	174.00
370.31	171.00
370.50	164.00
370.69	171.00
370.89	175.00
371.08	176.00
371.27	178.00
371.47	172.00
371.66	168.00
371.85	182.00
372.05	176.00
372.24	182.00
372.43	178.00
372.63	177.00
372.82	185.00
373.01	183.00
373.21	183.00
373.40	188.00
373.59	187.00
373.78	186.00
373.98	183.00
374.17	185.00
374.36	187.00
374.56	187.00
374.75	196.00
374.94	184.00
375.13	187.00
375.33	191.00
375.52	187.00
375.71	189.00
375.91	194.00
376.10	196.00
376.29	201.00
376.48	200.00
376.68	190.00
376.87	197.00
377.06	198.00
377.25	196.00
377.45	206.00
377.64	201.00
377.83	205.00
378.02	199.00
378.21	200.00
378.41	207.00
378.60	205.00
378.79	208.00
378.98	210.00
379.18	206.00
379.37	213.00
379.56	210.00
379.75	207.00
379.94	209.00
380.14	208.00
380.33	218.00
380.52	216.00
380.71	212.00
380.90	211.00
381.09	212.00
381.29	212.00
381.48	211.00
381.67	215.00
381.86	223.00
382.05	214.00
382.25	216.00
382.44	212.00
382.63	214.00
382.82	208.00
383.01	207.00
383.20	217.00
383.39	220.00
383.59	216.00
383.78	218.00
383.97	221.00
384.16	212.00
384.35	217.00
384.54	219.00
384.73	223.00
384.92	219.00
385.12	218.00
385.31	227.00
385.50	223.00
385.69	217.00
385.88	226.00
386.07	225.00
386.26	228.00
386.45	225.00
386.64	225.00
386.84	223.00
387.03	232.00
387.22	236.00
387.41	233.00
387.60	234.00
387.79	232.00
387.98	244.00
388.17	231.00
388.36	239.00
388.55	238.00
388.74	237.00
388.93	230.00
389.12	235.00
389.31	244.00
389.51	244.00
389.70	243.00
389.89	245.00
390.08	245.00
390.27	253.00
390.46	246.00
390.65	252.00
390.84	252.00
391.03	255.00
391.22	254.00
391.41	255.00
391.60	253.00
391.79	262.00
391.98	253.00
392.17	258.00
392.36	270.00
392.55	260.00
392.74	271.00
392.93	274.00
393.12	275.00
393.31	267.00
393.50	277.00
393.69	280.00
393.88	278.00
394.07	283.00
394.26	277.00
394.45	281.00
394.64	284.00
394.83	287.00
395.02	291.00
395.21	299.00
395.40	293.00
395.59	296.00
395.77	309.00
395.96	295.00
396.15	303.00
396.34	309.00
396.53	300.00
396.72	312.00
396.91	309.00
397.10	308.00
397.29	317.00
397.48	326.00
397.67	320.00
397.86	322.00
398.05	321.00
398.24	319.00
398.43	320.00
398.61	324.00
398.80	320.00
398.99	316.00
399.18	325.00
399.37	323.00
399.56	316.00
399.75	335.00
399.94	336.00
400.13	338.00
400.31	343.00
400.50	333.00
400.69	345.00
400.88	346.00
401.07	348.00
401.26	342.00
401.45	344.00
401.64	345.00
401.82	342.00
402.01	345.00
402.20	347.00
402.39	339.00
402.58	338.00
402.77	334.00
402.95	339.00
403.14	350.00
403.33	341.00
403.52	337.00
403.71	349.00
403.90	338.00
404.08	339.00
404.27	335.00
404.46	344.00
404.65	337.00
404.84	350.00
405.02	336.00
405.21	352.00
405.40	353.00
405.59	352.00
405.78	349.00
405.96	351.00
406.15	351.00
406.34	344.00
406.53	347.00
406.72	348.00
406.90	350.00
407.09	351.00
407.28	349.00
407.47	346.00
407.65	354.00
407.84	360.00
408.03	357.00
408.22	343.00
408.40	359.00
408.59	358.00
408.78	358.00
408.97	360.00
409.15	359.00
409.34	353.00
409.53	368.00
409.72	362.00
409.90	364.00
410.09	368.00
410.28	370.00
410.47	367.00
410.65	355.00
410.84	384.00
411.03	378.00
411.21	367.00
411.40	380.00
411.59	379.00
411.78	385.00
411.96	392.00
412.15	382.00
412.34	396.00
