2,1237492034
2,1240585599
2,1243563212
2,1252921425
2,1262681792
2,1267902857
2,1271384878
2,1274989130
2,1275581802
2,1277399767
2,1277671124
2,1289239177
2,1289309767
2,1291886684
2,1293911798
2,1295815989
2,1297216872
2,1317889728
2,1321180946
2,1331116196
2,1334974386
2,1347423985
2,1370381970
2,1386742178
2,1387263190
2,1410452980
2,1413056298
2,1415471502
2,1416891285
2,1427662625
2,1460117049
2,1466365521
2,1475902749
2,1501390272
2,1501390784
2,1502825189
2,1522128209
2,1523210846
2,1529566061
2,1537116986
2,1537556347
2,1538590068
2,1567192001
2,1575176816
2,1588250852
2,1594321995
2,1594322543
2,1611734485
2,1611893186
2,1611894149
2,1614964421
2,1622182771
2,1633915351
2,1634409127
2,1641887239
2,1646824106
2,1649226488
2,1652841505
2,1658332237
2,1659067525
2,1661527914
2,1668303170
2,1670380708
2,1676739600
2,1680395879
2,1684450490
2,1684450804
2,1689085413
2,1710273145
2,1710274215
2,1716358269
2,1729054182
2,1751578706
2,1765153139
2,1768528049
2,1777225209
2,1783374158
2,1788433349
2,1802682702
2,1835298585
2,1838426085
2,1857222604
2,1893771948
2,1895109645
2,1903746742
2,1907055246
2,1920417565
2,1931235217
2,1937109752
2,1952609137
2,1954527054
2,1955114493
2,1959459734
2,1959461324
2,1972976991
2,1999372932
2,2017266799
2,2023068877
2,2036489448
2,2038523942
2,2048074717
2,2055901847
2,2055902406
2,2067923474
2,2102469331
2,2104906800
2,2106421732
2,2108267810
2,2108269440
2,2108270731
2,2114464194
2,2116785898
2,2124026892
2,2145932411
2,-2139575152
2,-2115715524
2,-2115714178
2,-2113259302
2,-2113256820
2,-2108092045
2,-2082122486
2,-2080080732
2,-2072604824
2,-2066945542
2,-2063534418
2,-2061540133
2,-2045323733
2,-2045323336
2,-2044499634
2,-2022000551
2,-2008497180
2,-2002418397
2,-1997277024
2,-1990796741
2,-1985704515
2,-1975529560
2,-1966018171
2,-1948415866
2,-1948415279
2,-1948268285
2,-1927535986
2,-1916881575
2,-1906393867
2,-1906392512
2,-1906391184
2,-1905118984
2,-1901514232
2,-1882291388
2,-1865929572
2,-1862233263
2,-1854088295
2,-1847875265
2,-1846063371
2,-1839741359
2,-1836835529
2,-1826486807
2,-1813848211
2,-1809635871
2,-1805377878
2,-1803635892
2,-1803635726
2,-1796158666
2,-1786465912
2,-1783287320
2,-1772113304
2,-1764048578
2,-1761931977
2,-1760126745
2,-1758209940
2,-1740879202
2,-1723472378
2,-1708653447
2,-1707661112
2,-1701273239
2,-1697371158
2,-1696842444
2,-1682904160
2,-1682903466
2,-1672915017
2,-1672679204
2,-1656717393
2,-1653170089
2,-1647162190
2,-1643347576
2,-1633211319
2,-1617951567
2,-1617221888
2,-1600094456
2,-1574896136
2,-1554539824
2,-1549789855
2,-1533662969
